ckpt_num,seed_num,alpha,hand_x,hand_y,hand_z,obj_x,obj_y,obj_z,label
9,42,0.0,0.006152351852506399,0.6001898050308228,0.19430117309093475,-0.08369408547878265,0.7493720650672913,0.02999509498476982,start
9,42,1.0,0.12,0.7,0.05,0.12,0.7,0.02,goal
9,42,0.3,-0.0555555559694767,0.8666666746139526,0.09444444626569748,0.0055555556900799274,0.699999988079071,0.07333333045244217,interp
9,42,0.5,0.06666667014360428,0.699999988079071,0.11555555462837219,0.0055555556900799274,0.699999988079071,0.052222222089767456,interp
9,42,0.7,0.06666667014360428,0.7333333492279053,0.07333333045244217,0.06666667014360428,0.699999988079071,0.031111111864447594,interp
